"COUNTRY","INDICATOR","FREQUENCY","TIME_PERIOD","OBS_VALUE","SCALE"
"Korea, Republic of","Gross debt, General government, Percent of GDP","Annual","2005","24.9174140641525","Units"
"Korea, Republic of","Gross debt, General government, Percent of GDP","Annual","2006","27.0434113010767","Units"
"Korea, Republic of","Gross debt, General government, Percent of GDP","Annual","2007","26.3456253201184","Units"
"Korea, Republic of","Gross debt, General government, Percent of GDP","Annual","2008","25.8564428176229","Units"
"Korea, Republic of","Gross debt, General government, Percent of GDP","Annual","2009","28.7905238040082","Units"
"Korea, Republic of","Gross debt, General government, Percent of GDP","Annual","2010","28.2746468509929","Units"
"Korea, Republic of","Gross debt, General government, Percent of GDP","Annual","2011","31.7001037639938","Units"
"Korea, Republic of","Gross debt, General government, Percent of GDP","Annual","2012","33.5355011427392","Units"
"Korea, Republic of","Gross debt, General government, Percent of GDP","Annual","2013","36.0039647647479","Units"
"Korea, Republic of","Gross debt, General government, Percent of GDP","Annual","2014","37.8764575661611","Units"
"Korea, Republic of","Gross debt, General government, Percent of GDP","Annual","2015","38.8426572484113","Units"
"Korea, Republic of","Gross debt, General government, Percent of GDP","Annual","2016","39.1435857275555","Units"
"Korea, Republic of","Gross debt, General government, Percent of GDP","Annual","2017","38.0114458871252","Units"
"Korea, Republic of","Gross debt, General government, Percent of GDP","Annual","2018","37.8540177006602","Units"
"Korea, Republic of","Gross debt, General government, Percent of GDP","Annual","2019","39.7299167619031","Units"
"Korea, Republic of","Gross debt, General government, Percent of GDP","Annual","2020","45.9150475876743","Units"
"Korea, Republic of","Gross debt, General government, Percent of GDP","Annual","2021","47.9878232045089","Units"
"Korea, Republic of","Gross debt, General government, Percent of GDP","Annual","2022","49.7978593692694","Units"
"Korea, Republic of","Gross debt, General government, Percent of GDP","Annual","2023","50.6965573347954","Units"
"Korea, Republic of","Gross debt, General government, Percent of GDP","Annual","2024","52.4875247755761","Units"
"Canada","Gross debt, General government, Percent of GDP","Annual","1991","81.6581715170005","Units"
"Canada","Gross debt, General government, Percent of GDP","Annual","1992","88.2299884749651","Units"
"Canada","Gross debt, General government, Percent of GDP","Annual","1993","94.7302476316434","Units"
"Canada","Gross debt, General government, Percent of GDP","Annual","1994","97.4804664811382","Units"
"Canada","Gross debt, General government, Percent of GDP","Annual","1995","100.084172958595","Units"
"Canada","Gross debt, General government, Percent of GDP","Annual","1996","100.243884284641","Units"
"Canada","Gross debt, General government, Percent of GDP","Annual","1997","95.2724919122398","Units"
"Canada","Gross debt, General government, Percent of GDP","Annual","1998","93.2901882732194","Units"
"Canada","Gross debt, General government, Percent of GDP","Annual","1999","88.9656691407215","Units"
"Canada","Gross debt, General government, Percent of GDP","Annual","2000","80.436608499816","Units"
"Canada","Gross debt, General government, Percent of GDP","Annual","2001","81.4620333181016","Units"
"Canada","Gross debt, General government, Percent of GDP","Annual","2002","79.6040693846162","Units"
"Canada","Gross debt, General government, Percent of GDP","Annual","2003","75.9117973583519","Units"
"Canada","Gross debt, General government, Percent of GDP","Annual","2004","71.8893998866538","Units"
"Canada","Gross debt, General government, Percent of GDP","Annual","2005","70.6404096821165","Units"
"Canada","Gross debt, General government, Percent of GDP","Annual","2006","69.9198318326023","Units"
"Canada","Gross debt, General government, Percent of GDP","Annual","2007","67.1813526480023","Units"
"Canada","Gross debt, General government, Percent of GDP","Annual","2008","70.3553502900652","Units"
"Canada","Gross debt, General government, Percent of GDP","Annual","2009","81.8041231208642","Units"
"Canada","Gross debt, General government, Percent of GDP","Annual","2010","83.9762119698832","Units"
"Canada","Gross debt, General government, Percent of GDP","Annual","2011","84.2862964843977","Units"
"Canada","Gross debt, General government, Percent of GDP","Annual","2012","87.1509483630974","Units"
"Canada","Gross debt, General government, Percent of GDP","Annual","2013","87.6050796768243","Units"
"Canada","Gross debt, General government, Percent of GDP","Annual","2014","85.5405138508335","Units"
"Canada","Gross debt, General government, Percent of GDP","Annual","2015","92.0288518976448","Units"
"Canada","Gross debt, General government, Percent of GDP","Annual","2016","92.3968235552583","Units"
"Canada","Gross debt, General government, Percent of GDP","Annual","2017","90.9422458039438","Units"
"Canada","Gross debt, General government, Percent of GDP","Annual","2018","90.7761190691849","Units"
"Canada","Gross debt, General government, Percent of GDP","Annual","2019","90.2101650138769","Units"
"Canada","Gross debt, General government, Percent of GDP","Annual","2020","118.065576324899","Units"
"Canada","Gross debt, General government, Percent of GDP","Annual","2021","112.617309286392","Units"
"Canada","Gross debt, General government, Percent of GDP","Annual","2022","104.207384231166","Units"
"Canada","Gross debt, General government, Percent of GDP","Annual","2023","107.710724280032","Units"
"Canada","Gross debt, General government, Percent of GDP","Annual","2024","110.769181142765","Units"
"Denmark","Gross debt, General government, Percent of GDP","Annual","1993","78.6733540319791","Units"
"Denmark","Gross debt, General government, Percent of GDP","Annual","1994","75.3065395095368","Units"
"Denmark","Gross debt, General government, Percent of GDP","Annual","1995","71.4538294856295","Units"
"Denmark","Gross debt, General government, Percent of GDP","Annual","1996","68.3160602935941","Units"
"Denmark","Gross debt, General government, Percent of GDP","Annual","1997","64.3881650764351","Units"
"Denmark","Gross debt, General government, Percent of GDP","Annual","1998","60.3186080535395","Units"
"Denmark","Gross debt, General government, Percent of GDP","Annual","1999","56.788828184177","Units"
"Denmark","Gross debt, General government, Percent of GDP","Annual","2000","53.5525719409676","Units"
"Denmark","Gross debt, General government, Percent of GDP","Annual","2001","50.0964455427002","Units"
"Denmark","Gross debt, General government, Percent of GDP","Annual","2002","50.3198061609091","Units"
"Denmark","Gross debt, General government, Percent of GDP","Annual","2003","48.1623025478614","Units"
"Denmark","Gross debt, General government, Percent of GDP","Annual","2004","46.2151431368627","Units"
"Denmark","Gross debt, General government, Percent of GDP","Annual","2005","39.359931173231","Units"
"Denmark","Gross debt, General government, Percent of GDP","Annual","2006","33.1910194500256","Units"
"Denmark","Gross debt, General government, Percent of GDP","Annual","2007","29.4826474462236","Units"
"Denmark","Gross debt, General government, Percent of GDP","Annual","2008","35.5391797962227","Units"
"Denmark","Gross debt, General government, Percent of GDP","Annual","2009","43.0487473475453","Units"
"Denmark","Gross debt, General government, Percent of GDP","Annual","2010","46.1232745838702","Units"
"Denmark","Gross debt, General government, Percent of GDP","Annual","2011","49.9862052699115","Units"
"Denmark","Gross debt, General government, Percent of GDP","Annual","2012","48.7112097702091","Units"
"Denmark","Gross debt, General government, Percent of GDP","Annual","2013","47.7698914420456","Units"
"Denmark","Gross debt, General government, Percent of GDP","Annual","2014","48.7124431009634","Units"
"Denmark","Gross debt, General government, Percent of GDP","Annual","2015","44.5503559737288","Units"
"Denmark","Gross debt, General government, Percent of GDP","Annual","2016","41.6919459762715","Units"
"Denmark","Gross debt, General government, Percent of GDP","Annual","2017","40.1525583111716","Units"
"Denmark","Gross debt, General government, Percent of GDP","Annual","2018","38.5387481045597","Units"
"Denmark","Gross debt, General government, Percent of GDP","Annual","2019","38.3346421332875","Units"
"Denmark","Gross debt, General government, Percent of GDP","Annual","2020","46.2784160509587","Units"
"Denmark","Gross debt, General government, Percent of GDP","Annual","2021","40.4872248367199","Units"
"Denmark","Gross debt, General government, Percent of GDP","Annual","2022","34.0768391282274","Units"
"Denmark","Gross debt, General government, Percent of GDP","Annual","2023","33.5885676512964","Units"
"Denmark","Gross debt, General government, Percent of GDP","Annual","2024","27.9930642405468","Units"
